,Title,Location,City,Company,Salary_Range,Salary_Avg,Summary,BOS,CHI,DC,HOU,NY,SF
890,Senior Data Scientist,"Oakland, CA",SF,        DNV GL,121k-140k,130.5,DNV GL is seeking an additional Senior Data Scientist to join our team of data scientists and software developers in the Analytic Innovation Centre to leverage...,0.0,0.0,0.0,0.0,0.0,1.0
891,Principal Application & Data Scientist,"San Francisco, CA",SF,        Microsoft,121k-140k,130.5,Our partners are building amazing applications and we are looking for a Data Scientist with strong analytical and developer skills to join the DX Technical Team...,0.0,0.0,0.0,0.0,0.0,1.0
892,Lead Data Scientist,"San Francisco, CA",SF,        The Nielsen Company,121k-140k,130.5,The Lead Data Scientist for Telecom is responsible for leading new product development by providing the Data Science guidance essential to product quality....,0.0,0.0,0.0,0.0,0.0,1.0
893,Data Infrastructure Engineer,"San Francisco, CA",SF,    Enlitic,121k-140k,130.5,"Help design and implement internal web applications and clinical integrations for our data scientists, radiologists, and partners....",0.0,0.0,0.0,0.0,0.0,1.0
894,"Senior Analyst / Manager of Data Science, Fraud Analytics","Redwood City, CA",SF,        Oportun,121k-140k,130.5,"We are building a world-class team of fun, entrepreneurial Data Scientists who want to innovate, truly help people, and build a great company....",0.0,0.0,0.0,0.0,0.0,1.0
895,Data Engineer,"San Francisco, CA",SF,        The Climate Corporation,121k-140k,130.5,"Build and maintain the core data model, ETL/ELT, core data metrics and data quality. We are looking for a Data Engineer to not only build data pipelines to...",0.0,0.0,0.0,0.0,0.0,1.0
896,Sr. Data Scientist,"San Francisco, CA",SF,    BOLD,121k-140k,130.5,"Leverage our rich data sets of user data to perform research, develop models and create data products with our Development & Product teams....",0.0,0.0,0.0,0.0,0.0,1.0
897,Senior Machine Learning Scientist,"Redwood City, CA",SF,"    GenapSys, Inc.",121k-140k,130.5,"Our team brings together an incredibly diverse and multidisciplinary set of backgrounds and skills – from software developers, data scientists, electrical and...",0.0,0.0,0.0,0.0,0.0,1.0
898,Machine Learning Engineer,"Redwood City, CA",SF,    C3 IoT,121k-140k,130.5,"Work closely with data scientists in early phases of products development to understand their research, develop new tools, and ensure smooth integration and...",0.0,0.0,0.0,0.0,0.0,1.0
899,"Senior Data Analyst, Search","San Francisco, CA",SF,        Glassdoor,121k-140k,130.5,"Partner with Data Scientists to design and develop machine learning products to optimize our ranking, recommendations, personalization systems....",0.0,0.0,0.0,0.0,0.0,1.0
900,Data Engineer,"San Francisco, CA",SF,    Notable Labs,121k-140k,130.5,"Currently, this data is manually analyzed by scientists which is a huge bottleneck. Experience building production data pipelines using Python....",0.0,0.0,0.0,0.0,0.0,1.0
901,Backend Engineer,"San Francisco, CA",SF,    HYP3R,121k-140k,130.5,"From data scientists to marketing hackers. Significant experience with configuration management, monitoring, alerting, data resilience....",0.0,0.0,0.0,0.0,0.0,1.0
902,Data Scientist,"San Francisco, CA",SF,    addastaff,121k-140k,130.5,Data Scientist to work with a team using advanced analytics skills with industry leading cloud computing technologies....,0.0,0.0,0.0,0.0,0.0,1.0
903,Data Science Manager,"San Francisco, CA",SF,        Capital One,121k-140k,130.5,"Data Science Manager. As a Data Scientist you will be part of a team that's driving the implementation of next generation Customer Matching and Search solution,...",0.0,0.0,0.0,0.0,0.0,1.0
904,Sr. Assoc Machine Learning Modeler / Data Scientist,"San Francisco, CA",SF,        ZestFinance,121k-140k,130.5,"Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",0.0,0.0,0.0,0.0,0.0,1.0
905,Sr. Machine Learning Data Scientist,"San Francisco, CA",SF,    All-In Analytics,121k-140k,130.5,Machine Learning Senior Data Scientist. Mentor and manage junior Data Scientists. San Francisco Company is looking for a Data Scientist with a specialty in time...,0.0,0.0,0.0,0.0,0.0,1.0
906,"Software Engineer, Machine Learning","San Francisco, CA",SF,        Google,121k-140k,130.5,"We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking...",0.0,0.0,0.0,0.0,0.0,1.0
907,"Data Scientist, User Identity","San Mateo, CA 94403 (Sugerloaf area)",SF,        drawbridge,121k-140k,130.5,By licensing the Drawbridge Connected Consumer Graph for cross-device data applications; Working with the latest open source technology on highly-performant and...,0.0,0.0,0.0,0.0,0.0,1.0
908,Senior Data Scientist - Commercial Business,"Belmont, CA",SF,        Ten-X,121k-140k,130.5,Senior Data Scientist – Commercial Business. We are looking for a top tier senior data scientist work with our data science team on building out proprietary...,0.0,0.0,0.0,0.0,0.0,1.0
909,Senior Data Scientist,"San Francisco, CA",SF,        Bayside Solutions,121k-140k,130.5,Big data scientists analyze and integrate multiple data sets and make recommendations based on their findings. Data scientists must have a range of mathematical...,0.0,0.0,0.0,0.0,0.0,1.0
910,"Manager, Data Scientist - Consumer Marketing Analytics","Oakland, CA",SF,        Kaiser Permanente,121k-140k,130.5,"Analysts, Data Consultants, and Market Strategy Consultants). Bring technical/content expertise (competitive intelligence, utilization, financial analysis,...",0.0,0.0,0.0,0.0,0.0,1.0
911,Data Engineer,"Emeryville, CA 94608",SF,    Zymergen,121k-140k,130.5,You will work with data scientists and other data engineers to implement ETL processes; We are seeking to add more Data Engineers to the data science team at...,0.0,0.0,0.0,0.0,0.0,1.0
912,"Director, Data Scientist","San Francisco, CA 94105 (Financial District area)",SF,        Fitbit,121k-140k,130.5,"You will lead a team of data scientists and analysts to invent compelling data products in the Fitbit ecosystem of wearables, connected devices, and software...",0.0,0.0,0.0,0.0,0.0,1.0
913,Senior Backend Engineer - Data Integrations,"San Mateo, CA",SF,"    Apixio, Inc.",121k-140k,130.5,As a Senior Data Scientist with Apixio you will work with the Data Science team to develop features and solutions to understand the true health of patients....,0.0,0.0,0.0,0.0,0.0,1.0
914,Machine Learning Data Engineer,"San Francisco, CA",SF,        Capital One,141k-160k,150.5,"Machine Learning Data Engineer. At Capital One, we have seas of big data and rivers of fast data. As Machine Learning engineer on the Data Intelligence team,...",0.0,0.0,0.0,0.0,0.0,1.0
915,Data Scientist,"San Francisco, CA",SF,    Castle Global,141k-160k,150.5,"Castle is looking for talented data scientists who love working with data, as well as building product....",0.0,0.0,0.0,0.0,0.0,1.0
916,Data Scientist (Machine Learning),"Brisbane, CA",SF,    Corporate Labs Technology,141k-160k,150.5,"Machine Learning Developer Brisbane, CA Sign on bonus Stocks! Up to 10% bonuses $110-180k depending on experience Fast growing social media company is",0.0,0.0,0.0,0.0,0.0,1.0
917,Data Scientist,"San Francisco, CA 94104 (Financial District area)",SF,        Tapjoy,141k-160k,150.5,"Strong understanding of Algorithms, Data Structures and Machine Learning / Data Mining. Passionate about building data science product....",0.0,0.0,0.0,0.0,0.0,1.0
918,Data Scientist - Medical AI,"San Mateo, CA",SF,    Oscar Technology,141k-160k,150.5,"2-3 years of post-graduate Data Science experience. The opportunity here is for a Data Scientist to come and join our expanding team, working with neural...",0.0,0.0,0.0,0.0,0.0,1.0
919,Senior Data Scientist,"San Francisco, CA 94103 (South Of Market area)",SF,    Change.org,141k-160k,150.5,"We’re seeking a Data Scientist, focused on funnel optimization, who will own the vision and execution of projects from start to finish....",0.0,0.0,0.0,0.0,0.0,1.0
920,Data Scientist (Natural Language Processing),"Brisbane, CA",SF,    Corporate Labs Technology,141k-160k,150.5,"Natural Language Processing Brisbane, CA Sign on bonus Stocks! Up to 10% bonuses $110-180k depending on experience Fast growing social media company is",0.0,0.0,0.0,0.0,0.0,1.0
921,Software Engineer - Machine Learning,"San Francisco, CA",SF,    Databricks,141k-160k,150.5,"Databricks provides a just-in-time data platform, to simplify data integration, real-time experimentation, and robust deployment of production applications....",0.0,0.0,0.0,0.0,0.0,1.0
922,Machine Learning Software Engineer,"San Francisco, CA",SF,        Radius,141k-160k,150.5,Working alongside top-notch data engineers and scientists to improve our graph. Partnering with other Radius engineering teams sourcing the data or doing data...,0.0,0.0,0.0,0.0,0.0,1.0
923,Senior Data Scientist - Platform Analytics,"San Francisco, CA",SF,    Gap Inc. Corporate,141k-160k,150.5,"Data Scientist will engage in complex customer analysis including discovering patterns of customer behavior and value, campaign performance and promotion...",0.0,0.0,0.0,0.0,0.0,1.0
924,Senior Data Scientist,"San Francisco, CA 94103 (South Of Market area)",SF,        Workbridge Associates,141k-160k,150.5,A recently funded San Francisco based mobile credit application startup company is rapidly growing and is hiring multiple Data Scientist for senior roles....,0.0,0.0,0.0,0.0,0.0,1.0
925,Data Engineer,"San Francisco, CA",SF,        SocialCode,141k-160k,150.5,Familiarity working with Data Scientists and demonstration of prior experience building data product pipelines....,0.0,0.0,0.0,0.0,0.0,1.0
926,Data Scientist / Machine Learning / Deep Learning / NLP,"San Francisco, CA",SF,    MsgAI,141k-160k,150.5,"Data Scientist / Machine Learning / Deep Learning / NLP full time position in Palo Alto. As a Data Scientist, you will collaborate closely with developers and...",0.0,0.0,0.0,0.0,0.0,1.0
927,Principal Research Scientist,"Foster City, CA",SF,        Visa,141k-160k,150.5,"Advance the development and integration of big data infrastructure that is highly scalable, efficient, extensible, and secure....",0.0,0.0,0.0,0.0,0.0,1.0
928,Senior Data Scientist,"San Francisco, CA",SF,    Propeller Health,141k-160k,150.5,"In the role of Senior Data Scientist, you will primarily be responsible for leading and growing Propeller’s Data Science team....",0.0,0.0,0.0,0.0,0.0,1.0
929,Data Visualization Architect,"San Mateo, CA 94402 (Beresford area)",SF,        Platfora,141k-160k,150.5,"Platfora enables business users and citizen data scientists to visually interact with petabyte-scale data in seconds, allowing them to work with even the rawest...",0.0,0.0,0.0,0.0,0.0,1.0
930,Director of Data Science,"San Francisco, CA 94103 (South Of Market area)",SF,    RideCell,141k-160k,150.5,"In this role you’ll be leading a group of data scientists and analysts, setting vision for Data Science, and will create fundamental mathematical underpinnings...",0.0,0.0,0.0,0.0,0.0,1.0
931,Data Scientist - Big Data Expert,"San Francisco, CA 94104 (Financial District area)",SF,    thredUP,141k-160k,150.5,Think big and help identify areas in which data and data science can drive our business’ success. ThredUP’s data science team is looking for a data scientist to...,0.0,0.0,0.0,0.0,0.0,1.0
932,Research Data Scientist,"Redwood City, CA 94065",SF,        Electronic Arts,141k-160k,150.5,Our next Research Data Scientist at EA should have. The EA Digital Platform Data Group is responsible for developing a new unified Big Data pipeline across all...,0.0,0.0,0.0,0.0,0.0,1.0
933,"Director, Data Science and Analytics","San Francisco, CA",SF,    PagerDuty,141k-160k,150.5,"You will oversee a team of highly experienced data scientists, engineers, modelers, and analysts. Director, Data Science and Analytics....",0.0,0.0,0.0,0.0,0.0,1.0
934,Data Scientist,"San Bruno, CA 94066",SF,        Walmart eCommerce,141k-160k,150.5,"We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",0.0,0.0,0.0,0.0,0.0,1.0
935,Senior Data Scientist,"San Francisco, CA",SF,        Demandbase,141k-160k,150.5,"As the Senior Data Scientist, you’ll be responsible for developing and testing hypotheses on behavioral responses in B2B marketing, creating models that extract...",0.0,0.0,0.0,0.0,0.0,1.0
936,Machine Learning | Data Scientist,"San Francisco, CA",SF,    Selby Jennings,141k-160k,150.5,"Data Scientist | Machine Learning. Driven by Data. Experience in Big Data Technologies (Hadoop and Ecosystems). FinTech | San Francisco, CA....",0.0,0.0,0.0,0.0,0.0,1.0
937,"AI / Machine Learning Researcher, Financial Services","San Francisco, CA",SF,    Sentient,141k-160k,150.5,Sentient Investment Management is a Hedge Fund firm developing and applying quantitative trading and investment strategies built using the world’s most,0.0,0.0,0.0,0.0,0.0,1.0
938,Data Engineer,"San Francisco, CA 94105 (Financial District area)",SF,        Workbridge Associates,141k-160k,150.5,"This is a Data Engineer position primarily working side by side with a Data Scientist building a data pipeline with Spark and Scala, but the company is open to...",0.0,0.0,0.0,0.0,0.0,1.0
939,"VP, Marketing","San Francisco, CA 94103 (South Of Market area)",SF,        Datameer,141k-160k,150.5,"We believe you shouldn’t need a data scientist or multiple, technical tools to model, integrate, cleanse, prepare, analyze and visualize your data....",0.0,0.0,0.0,0.0,0.0,1.0
940,"Data Scientist, Behavioral Researcher","San Bruno, CA 94066",SF,        Walmart eCommerce,141k-160k,150.5,Data Scientists are responsible for building large data sets from multiple sources in order to build algorithms for predicting future data characteristics....,0.0,0.0,0.0,0.0,0.0,1.0
941,Senior Data Scientist,"Redwood City, CA 94065",SF,        Storm8,141k-160k,150.5,"5+ years of work experience, preferably as data scientist or in highly analytical role. 3-5 years of work experience, preferably as a data scientist or in...",0.0,0.0,0.0,0.0,0.0,1.0
942,Senior Data Scientist (Python),"San Francisco, CA",SF,        Workbridge Associates,141k-160k,150.5,Data Scientist to join their Predictive Analytics group. Experience with large-scale data. Daily responsibilities include developing algorithms from scratch in...,0.0,0.0,0.0,0.0,0.0,1.0
943,Director of Data Science,"San Francisco, CA",SF,    Metromile,141k-160k,150.5,"Oversee our data scientists, providing technical oversight and mentoring. Metromile data scientists work with exhaustive data on all aspects of the car to build...",0.0,0.0,0.0,0.0,0.0,1.0
944,Senior Machine Learning Scientist,"San Francisco, CA",SF,    Sentient,141k-160k,150.5,"Combining evolutionary computation, deep learning and other AI techniques, running on one of the world’s largest computing grids, the Sentient platform enables...",0.0,0.0,0.0,0.0,0.0,1.0
945,"Data Scientist, Data & Analytics","San Francisco, CA",SF,    HomeSuite,141k-160k,150.5,"We're currently on the lookout for a Data Scientist to join our Data and Analytics team. This group is responsible for data analytics, data science, and data...",0.0,0.0,0.0,0.0,0.0,1.0
946,"SVP or VP, Data & Analytics","Redwood City, CA",SF,        Oportun,141k-160k,150.5,"Deep understanding of consumer data sources, such as credit bureau data infrastructure. Lead, develop and expand a team of 20+ data scientists, analytic...",0.0,0.0,0.0,0.0,0.0,1.0
947,Data Scientist (Human Computation),"San Francisco, CA",SF,        Workbridge Associates,141k-160k,150.5,A leading San Francisco consumer web and personalized shopping company is looking to add a Data Scientist to their Human Computation team....,0.0,0.0,0.0,0.0,0.0,1.0
948,"Sr. Scientist III, DMPK Translational Modeling","South San Francisco, CA",SF,        AbbVie,141k-160k,150.5,"Work with discovery biology, pharmacology, toxicology, biomarker and clinical scientists to generate data and knowledge supporting the generation and build-up...",0.0,0.0,0.0,0.0,0.0,1.0
949,Sr. Data Scientist,"San Mateo, CA",SF,"    InsideSales.com, Inc.",141k-160k,150.5,Senior Data Scientists must stay current with trends and best practices in the competitive field of data science....,0.0,0.0,0.0,0.0,0.0,1.0
950,"Director, Data Infrastructure","San Francisco, CA",SF,        Ancestry,141k-160k,150.5,"Ancestry’s data organization creates the data infrastructure, data services, and data mining for its petabytes of data....",0.0,0.0,0.0,0.0,0.0,1.0
951,Data Scientist (Image Processing),"San Francisco, CA",SF,        Workbridge Associates,141k-160k,150.5,The Data Scientist will join a very senior team and have an immediate impact. Geospacial data analytics and image processing startup in San Francisco is hiring...,0.0,0.0,0.0,0.0,0.0,1.0
952,Internal Analytics Lead,"San Francisco, CA",SF,    BuildZoom,141k-160k,150.5,"Our first data scientist specializing in internal analytics. The person in this role will belong to a broader team of data scientists, but will work closely...",0.0,0.0,0.0,0.0,0.0,1.0
953,Head of Data Science,"San Francisco, CA",SF,        Vungle,141k-160k,150.5,"Build out and manage a team of data analysts, machine learning engineers and data scientists. Understand the current data set and models and provide thought...",0.0,0.0,0.0,0.0,0.0,1.0
954,"Senior Manager, Data Science","San Francisco, CA 94105 (Financial District area)",SF,        FireEye,141k-160k,150.5,"Senior Manager, Data Science. FireEye is uniquely positioned to enable data scientists to have a major impact within the company, industry and across our...",0.0,0.0,0.0,0.0,0.0,1.0
955,Java Engineer - Machine Learning Platform,"San Francisco, CA",SF,    Sentient,141k-160k,150.5,"Good understanding of data movement and fault tolerance. Combining evolutionary computation, deep learning and other AI techniques, running on one of the world...",0.0,0.0,0.0,0.0,0.0,1.0
956,Director of Analytics - Decision Science,"San Francisco, CA 94103 (South Of Market area)",SF,    Westfield Corporation,141k-160k,150.5,"Experience with structuring data and models, and drawing insights from data. Firm understanding of data management including integration with other systems...",0.0,0.0,0.0,0.0,0.0,1.0
957,Senior Solution Architect - Data Science & Analytics Archite...,"South San Francisco, CA",SF,        Capgemini,141k-160k,150.5,"7-10 years professional work experience as a data scientist or on advanced analytics / statistics projects. Our team has worked with geospatial data, on social...",0.0,0.0,0.0,0.0,0.0,1.0
958,"Director, Data Science","San Francisco, CA",SF,    iRhythm,141k-160k,150.5,IRhythm is looking for a Director of Data Science to lead our Data Science Team. Lead iRhythm’s data science initiatives from research to timely delivery....,0.0,0.0,0.0,0.0,0.0,1.0
959,Sr. Data Scientist,"San Francisco, CA",SF,"        Amazon Web Services, Inc.",141k-160k,150.5,Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?...,0.0,0.0,0.0,0.0,0.0,1.0
960,Senior Research Scientist,"Foster City, CA",SF,        Visa,141k-160k,150.5,"Advance the development and integration of big data infrastructure that is highly scalable, efficient, extensible, and secure....",0.0,0.0,0.0,0.0,0.0,1.0
961,Principal Data Scientist,"San Francisco, CA",SF,    LendUp,141k-160k,150.5,"Over 4 years of experience in a Data Scientist role. Learn from some of the smartest, most experienced, scientists and engineers in the world....",0.0,0.0,0.0,0.0,0.0,1.0
962,Senior Data Software Engineer,"San Francisco, CA",SF,        Radius,141k-160k,150.5,Working alongside top-notch data engineers and scientists to improve our graph. Partnering with other Radius engineering teams sourcing the data or doing data...,0.0,0.0,0.0,0.0,0.0,1.0
963,Data Scientist Manager,"Redwood City, CA",SF,    Millennium Search LLC,141k-160k,150.5,"Hands on experience working with Big data ideally clickstream data in high data volume sectors such as ecommerce, gaming, social network etc....",0.0,0.0,0.0,0.0,0.0,1.0
964,Lead Data Scientist-Business Intelligence Service,"San Mateo, CA",SF,    Sony Interactive Entertainment PlayStation,141k-160k,150.5,"Lead Data Scientist, Business Intelligence Services (BIS). Experience of working as a Data Scientist within an agile team....",0.0,0.0,0.0,0.0,0.0,1.0
965,"Analytics Go To Market, Utilities Lead - West Region","San Francisco, CA 94105 (Financial District area)",SF,        Accenture,141k-160k,150.5,"Including technical architects, big data engineers, data scientists and. Analytics roles and responsibilities (e.g., data scientist)....",0.0,0.0,0.0,0.0,0.0,1.0
966,Senior Data Scientist - Virtual and Augmented Reality,"San Francisco, CA",SF,    Redfish Technology - High Tech Executive Recruiter...,141k-160k,150.5,#21955 Senior Data Scientist- Virtual and Augmented Reality. We are seeking a hands-on Lead Data Scientist to help build the next generation of tools that helps...,0.0,0.0,0.0,0.0,0.0,1.0
967,Associate Director of Analytics,"Sausalito, CA 94965",SF,        Workbridge Associates,141k-160k,150.5,"These will be split 50-50, and you will manage a team of four data scientists, data engineers, and senior analysts....",0.0,0.0,0.0,0.0,0.0,1.0
968,Senior Manager of Data Science,"Redwood City, CA",SF,        Oportun,141k-160k,150.5,"Communicate and partner with third party data vendors. Data from dozens of sources including social, transactional, online, and other financial services)...",0.0,0.0,0.0,0.0,0.0,1.0
969,"Director, Engineering - Data Monitoring","San Francisco, CA",SF,    Sony Interactive Entertainment PlayStation,141k-160k,150.5,"Experience working in a data team building data pipelines, data models and complex algorithms. Implement data security & governance processes at every step of...",0.0,0.0,0.0,0.0,0.0,1.0
970,Head of Data Sciences,"San Francisco, CA",SF,    Global Placement Firm,141k-160k,150.5,Lead a team of senior data analysts and software developers to deliver industry-best web analytics services. Lead technology discussions and guide the technical...,0.0,0.0,0.0,0.0,0.0,1.0
971,Tech Lead (Architecture path),"Belmont, CA",SF,    Bina Technologies Inc.,141k-160k,150.5,The complexity and sheer size of the data in the life sciences will make astronomical data problems look modest....,0.0,0.0,0.0,0.0,0.0,1.0
972,Lead Python Engineer (Reporting Team Manager),"San Francisco, CA",SF,        Radius,141k-160k,150.5,2+ years of data engineering or data quality experience. Analyzing our data pipeline to find gaps in our data coverage and identifying improvement opportunities...,0.0,0.0,0.0,0.0,0.0,1.0
973,Data Product Manager- Reporting,"San Francisco, CA",SF,        Radius,141k-160k,150.5,"You’ll work closely with our data scientists, data engineers, product managers, executives, and strong communication skills are needed....",0.0,0.0,0.0,0.0,0.0,1.0
974,Principal Full Stack Rails Engineer - Consumer Team,"San Francisco, CA",SF,        Stitch Fix,141k-160k,150.5,"We leverage vast amounts of client data to make decisions throughout the company. You will help to lead a team of talented engineers and partner with UX pros,...",0.0,0.0,0.0,0.0,0.0,1.0
975,Sr. Threat Researcher,"San Mateo, CA 94403 (Sugerloaf area)",SF,    Exabeam,141k-160k,150.5,"Work with our top-notch team of smart, motivated security analysts, data scientists, and engineers, pushing the envelope to produce the most advanced real-time...",0.0,0.0,0.0,0.0,0.0,1.0
976,"Sr. Associate, Digital Product Management","San Francisco, CA",SF,        Capital One,141k-160k,150.5,"At least 1 years of experience working with modeling tools and data scientists. As a Principal Associate focusing on Consumer Bank Customer Protection, you’ll...",0.0,0.0,0.0,0.0,0.0,1.0
977,Senior Pricing Product Manager,"San Francisco, CA",SF,        Opendoor,141k-160k,150.5,Experience collaborating with data scientists and engineers. Work with and inspire a world class data science team....,0.0,0.0,0.0,0.0,0.0,1.0
978,BlackRock - Risk and Quantitative Analysis – Analyst/Associa...,"San Francisco, CA",SF,        BlackRock,141k-160k,150.5,"BlackRock - Risk and Quantitative Analysis – Analyst/Associate - 162360 BlackRock is a leader in investment management, risk management and advisory",0.0,0.0,0.0,0.0,0.0,1.0
979,Machine Learning Infrastructure Engineer,"San Francisco, CA",SF,    Payette Group,141k-160k,150.5,Experience building data pipelines from disparate sources. Build performant and expressive interfaces to the data....,0.0,0.0,0.0,0.0,0.0,1.0
980,Head of Machine Learning Big Data,"San Francisco, CA",SF,    All-In Analytics,141k-160k,150.5,Looking for a seasoned manager very strong in machine learning and big data to build and lead a team of data scientists and engineers at a Fortune 100 company...,0.0,0.0,0.0,0.0,0.0,1.0
981,"Senior Product Manager, Global On-Site Search","San Francisco, CA",SF,    Sony Interactive Entertainment PlayStation,141k-160k,150.5,"You will work with Data Scientists and Engineers to improve relevance and results ranking, use data to identify new opportunities and customer needs, drive...",0.0,0.0,0.0,0.0,0.0,1.0
982,Senior Data Product Manager- Profiling,"San Francisco, CA",SF,        Radius,141k-160k,150.5,"Gathering product requirements, prioritizing data sources, and working closely with data engineers and data scientists to implement and iterate....",0.0,0.0,0.0,0.0,0.0,1.0
983,Analytics Strategy & Transformation Sr. Manager - Communicat...,"San Francisco, CA 94105 (Financial District area)",SF,        Accenture,141k-160k,150.5,"Understanding of analytics roles and responsibilities (e.g., data scientist). Data management skills....",0.0,0.0,0.0,0.0,0.0,1.0
984,Head of Software Development,"Redwood City, CA",SF,"    GenapSys, Inc.",141k-160k,150.5,Lead software team in development and optimization of parallel data processing algorithms and data structures....,0.0,0.0,0.0,0.0,0.0,1.0
985,"Senior Director, Product Mgnt-Cat Risk and RE Markets","Oakland, CA",SF,        CoreLogic,141k-160k,150.5,"Working together, and differentiated by our superior data, analytics and data-enabled solutions, we empower our clients to make smarter business decisions...",0.0,0.0,0.0,0.0,0.0,1.0
986,Senior Product Manager,"San Bruno, CA 94066",SF,        Walmart eCommerce,141k-160k,150.5,"Analyze data to provide actionable insights. Metrics driven, can draw insights from large data sets to iterate over product quickly....",0.0,0.0,0.0,0.0,0.0,1.0
987,"Director of Engineering, Matching","San Francisco, CA",SF,        Hired,141k-160k,150.5,"Build and grow a team of rockstar search engineers and data scientists. Lead and effectively work with cross-functional teams including engineers, data...",0.0,0.0,0.0,0.0,0.0,1.0
988,"Data Science Engineering Manager, Product Data Science","San Francisco, CA",SF,        Salesforce,141k-160k,150.5,"The Manager, Data Science Engineering (DSE) will lead a team of Big Data engineers to build the foundation of curated data needed to drive insights through data...",0.0,0.0,0.0,0.0,0.0,1.0
989,Senior Machine Learning Data Engineer,"San Francisco, CA",SF,        Capital One,141k-160k,150.5,"At Capital One, we have seas of big data and rivers of fast data. Senior Machine Learning Data Engineer. As Machine Learning engineer on the Data Intelligence...",0.0,0.0,0.0,0.0,0.0,1.0
990,"Operations Architect, Hadoop","Redwood City, CA",SF,"    SearchTech Consulting, Inc",141k-160k,150.5,Experience engaging with data scientists and data analysts to solve business problems with parallel processing technologies....,0.0,0.0,0.0,0.0,0.0,1.0
991,"Associate Director, Translational Development","San Francisco, CA 94158 (South Of Market area)",SF,        Celgene Corporation,141k-160k,150.5,"Evaluates CROs for assay and data analysis capabilities. This individual will act as the translational lead on development teams, responsible for biomarker...",0.0,0.0,0.0,0.0,0.0,1.0
992,"Associate Director, Translational Development","San Francisco, CA",SF,        Celgene,141k-160k,150.5,"Evaluates CROs for assay and data analysis capabilities. This individual will act as the translational lead on development teams, responsible for biomarker...",0.0,0.0,0.0,0.0,0.0,1.0
993,Senior Product Manager (Personalization) - PlayStation Netwo...,"San Francisco, CA",SF,    Sony Interactive Entertainment PlayStation,141k-160k,150.5,"You will work with Data Scientists and Engineers to define and prioritize data assets, use data to identify new opportunities and customer needs, drive product...",0.0,0.0,0.0,0.0,0.0,1.0
994,"Senior Product Manager, Platform","San Mateo, CA",SF,    Elevate Recruiting Group,141k-160k,150.5,Big Data Processing:. Manage machine learning and data attribute framework to support data science. Application and Data Integration:....,0.0,0.0,0.0,0.0,0.0,1.0
995,Senior Data Architect,"Millbrae, CA 94030",SF,    Stem Inc,141k-160k,150.5,"Collaborate with product managers, data scientists and other engineers to define requirements, design and implement solutions....",0.0,0.0,0.0,0.0,0.0,1.0
996,"Manager, Software Engineering, Custom Tools","San Bruno, CA 94066",SF,        Walmart eCommerce,141k-160k,150.5,"We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",0.0,0.0,0.0,0.0,0.0,1.0
997,Summer 2017 Intern - Data Scientist (Infrastructure Data Sci...,"San Francisco, CA",SF,        Salesforce,141k-160k,150.5,Summer 2017 Intern - Data Scientist (Infrastructure Data Science & Strategy). Candidates will help develop insights surrounding trends in customers consumption...,0.0,0.0,0.0,0.0,0.0,1.0
998,DevOps Engineer,"San Francisco, CA",SF,    Redfish Technology - High Tech Executive Recruiter...,141k-160k,150.5,Experience with Big Data and Data Influence. The architecture is based on a pipeline of highly scalable and distributed infrastructure components and services...,0.0,0.0,0.0,0.0,0.0,1.0
999,Automation Engineering Manager (Mechanical/Hardware - Medica...,"Redwood City, CA",SF,        Jobspring Partners,141k-160k,150.5,"Proficiency in CAD (Solidworks) and data analysis. Come join a unique collection of innovative scientists, engineers, market makers, designers, doctors,...",0.0,0.0,0.0,0.0,0.0,1.0
1000,Senior Java Architect,"Redwood City, CA",SF,"    Stellar Labs, Inc.",141k-160k,150.5,"Our fast growing business requires the architecture team to care about system scalability, performance, processing big volumes of data....",0.0,0.0,0.0,0.0,0.0,1.0
1001,Analytics Strategy & Transformation Manager - Consumer Goods...,"San Francisco, CA 94105 (Financial District area)",SF,        Accenture,141k-160k,150.5,"Understanding of analytics roles and responsibilities (e.g., data scientist). Data management skills....",0.0,0.0,0.0,0.0,0.0,1.0
1002,"Director, User Experience Operations","San Bruno, CA 94066",SF,        Walmart eCommerce,141k-160k,150.5,"We employ big data at scale -- from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online,...",0.0,0.0,0.0,0.0,0.0,1.0
1003,"Director or Associate Director, Biostatistics","San Francisco, CA",SF,    Penfield Search Partners,141k-160k,150.5,"The Director will be a key statistical interface with regulatory agencies, crafting responses to relevant queries and ensuring the generation of high-quality...",0.0,0.0,0.0,0.0,0.0,1.0
1004,JAVA - Technical Manager / Development Manager,"San Francisco, CA 94105 (Financial District area)",SF,        Nisum Technologies,141k-160k,150.5,"Familier in any one scripting language - Python, Perl, Ruby, Scala etc. Solid understanding of any RDBMS, Data warehousing concepts and data modeling concepts...",0.0,0.0,0.0,0.0,0.0,1.0
